geo_point_2d,geo_shape,gml_id,objectid,accident,unite_pv,date,heure,jsem,code_insee,inter,adresse,pr,nomv,numvro,pr_2,nomv_2,numvro_2,vehicule1,vehicule2,vehicule3,vehicule4,vehicule5,vehicule6,usager1,usager2,usager3,usager4,usager5,usager6,usager7,usager8,ntu,nbh,nbnh,wms_time,id
"48.09521243913417,-1.6376974265729296","{""coordinates"": [-1.63769742657293, 48.09521243913417], ""type"": ""Point""}",accident.1786,1786,69,Sécurité publique 0035238 00282,2015-07-05,18:30,Dimanche,35238,En X,CHATEAUGIRON/H DESGREES,,Rue de Châteaugiron,00,,Boulevard Paul Hutin-Desgrées,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2015-01-01,50
"48.10182414478748,-1.6844050800773764","{""coordinates"": [-1.684405080077376, 48.10182414478748], ""type"": ""Point""}",accident.1795,1795,2816,Sécurité publique 0035238 00086,2017-02-09,13:50,Jeudi,35238,En T,"0, NITSCH (CARREFOUR GEO",,,0,,,0.0,"PL seul PTAC > 7,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,51
"48.09247997095347,-1.780439948447416","{""coordinates"": [-1.780439948447416, 48.09247997095347], ""type"": ""Point""}",accident.1796,1796,1479,Gendarmerie Nationale 0000683 01671,2016-08-17,08:30,Mercredi,35240,Giratoire,ROND-POINT DU CHËNE VERT,0001+0850,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2016-01-01,52
"48.09038873628309,-1.6691095853719513","{""coordinates"": [-1.669109585371951, 48.09038873628309], ""type"": ""Point""}",accident.1802,1802,2331,Sécurité publique 0035238 00498,2012-10-14,11:35,Dimanche,35238,Giratoire,A.LAVANANT/G.HERVÉ,,Rue Alfred Lavanant,0,,Boulevard Gaëtan Hervé,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,53
"48.11088028705673,-1.6927010717449238","{""coordinates"": [-1.692701071744924, 48.11088028705673], ""type"": ""Point""}",accident.1826,1826,2412,Sécurité publique 0035238 00141,2012-03-22,18:00,Jeudi,35238,En X,VANEAU/PAPU,,RUE VANEAU,0,,RUE PAPU,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,54
"48.11744869511955,-1.7046505759232444","{""coordinates"": [-1.704650575923244, 48.11744869511955], ""type"": ""Point""}",accident.1828,1828,2595,Sécurité publique 0035238 00503,2012-10-18,16:15,Jeudi,35238,Giratoire,L.BERNARD/G.BERGER,,AVENUE DU PROFESSEUR LEON BERNARD,0,,AVENUE GASTON BERGER,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,55
"48.11927851576578,-1.7049860330331006","{""coordinates"": [-1.704986033033101, 48.11927851576578], ""type"": ""Point""}",accident.1831,1831,571,Sécurité publique 0035238 00607,2014-12-16,13:20,Mardi,35238,En T,BERGER/DAUPHINÉ,,Avenue Gaston Berger,0,0000+0000,Square du Dauphiné,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,56
"48.11184047781228,-1.6464038152993106","{""coordinates"": [-1.646403815299311, 48.11184047781228], ""type"": ""Point""}",accident.1833,1833,2075,Sécurité publique 0035238 00528,2016-11-29,16:26,Mardi,35238,Giratoire,MOULIN DE JOUE/F.CHATEAU,,Rue du Moulin de Joué,0,,Avenue François Château,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,57
"48.11184501310643,-1.6464021801446742","{""coordinates"": [-1.646402180144674, 48.11184501310643], ""type"": ""Point""}",accident.1840,1840,3116,Sécurité publique 0035238 00495,2017-11-30,13:06,Jeudi,35238,Giratoire,"00, CHATEAU (AVENUE FRAN",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,58
"48.06218235083716,-1.7551645596284409","{""coordinates"": [-1.755164559628441, 48.06218235083716], ""type"": ""Point""}",accident.1855,1855,2705,Gendarmerie Nationale 0000678 05265,2017-10-28,17:10,Samedi,35047,Giratoire,GIRATOIRE RD 34 / RD 77,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,59
"48.091306497270445,-1.6573249002285408","{""coordinates"": [-1.657324900228541, 48.091306497270445], ""type"": ""Point""}",accident.1861,1861,644,Sécurité publique 0035238 00590,2014-12-11,14:20,Jeudi,35238,En T,HONGRIE/L.GRIMAULT,,Rue de Hongrie,0,,Boulevard Léon Grimault,0.0,VL,Bicyclette,,,,,Conducteur,,,,,,,,0,0,1,2014-01-01,60
"48.13639947355755,-1.6240230298661193","{""coordinates"": [-1.624023029866119, 48.13639947355755], ""type"": ""Point""}",accident.1869,1869,3019,Sécurité publique 0035238 00386,2017-09-19,08:50,Mardi,35051,Giratoire,BLANCS (AVENUE DES CHAMP,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,61
"48.101957956921495,-1.7276112218049338","{""coordinates"": [-1.727611221804934, 48.101957956921495], ""type"": ""Point""}",accident.1873,1873,2297,Sécurité publique 0035238 00399,2012-08-22,17:35,Mercredi,35238,En T,M.SERVIGNÉ/RETARDAIS,,RUE DU MANOIR DE SERVIGNE,0,,RUE DE LA RETARDAIS,0.0,Bicyclette,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2012-01-01,62
"48.142049968285576,-1.7690699887179748","{""coordinates"": [-1.769069988717975, 48.142049968285576], ""type"": ""Point""}",accident.1886,1886,1449,Gendarmerie Nationale 0010048 03436,2016-12-27,14:00,Mardi,35210,Giratoire,RD 29,0000+0380,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2016-01-01,63
"48.122300000240436,-1.638739988062411","{""coordinates"": [-1.638739988062411, 48.122300000240436], ""type"": ""Point""}",accident.1888,1888,2005,Sécurité publique 0035238 00402,2016-10-06,17:42,Jeudi,35238,Giratoire,BEAULIEU/BUTTES DE COESM,,Avenue des Buttes de Coësmes,4,,Avenue Pierre Donzelot,4.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,64
"48.130541199916806,-1.6567145926840539","{""coordinates"": [-1.656714592684054, 48.130541199916806], ""type"": ""Point""}",accident.1893,1893,827,Sécurité publique 0035238 00265,2013-06-26,10:25,Mercredi,35238,En X,A.LEFAS/G.ROPARTZ,,Rue Alexandre Lefas,0,,Rue Guy Ropartz,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,65
"48.18966001131991,-1.6713600137404836","{""coordinates"": [-1.671360013740484, 48.18966001131991], ""type"": ""Point""}",accident.1895,1895,1099,Gendarmerie Nationale 0015627 01663,2014-07-08,14:45,Mardi,35024,En X,LES 4 CHEMINS,0041+0300,,0,0000+0000,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2014-01-01,66
"48.10986605504189,-1.662304658985229","{""coordinates"": [-1.662304658985229, 48.10986605504189], ""type"": ""Point""}",accident.1901,1901,2229,Sécurité publique 0035238 00166,2016-04-25,20:40,Lundi,35238,En T,MAGINOT/PROVOST,,Avenue Sergent Maginot,2,,Rue Alexandre Provost,2.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,67
"48.132170595252205,-1.5199573933327362","{""coordinates"": [-1.519957393332736, 48.132170595252205], ""type"": ""Point""}",accident.1902,1902,2695,Gendarmerie Nationale 0000680 03102,2017-06-08,09:20,Jeudi,35001,En X,INTERCECTION RD92 RD 29,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,68
"48.111104735881064,-1.6591016412305393","{""coordinates"": [-1.659101641230539, 48.111104735881064], ""type"": ""Point""}",accident.1914,1914,554,Sécurité publique 0035238 00419,2014-09-04,18:10,Jeudi,35238,hors intersection,"7, BD JEANNE D'ARC",,Boulevard Jeanne d'Arc,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,69
"48.09158118212492,-1.658393395118472","{""coordinates"": [-1.658393395118472, 48.09158118212492], ""type"": ""Point""}",accident.1915,1915,884,Sécurité publique 0035238 00058,2013-02-08,18:53,Vendredi,35238,Giratoire,P.LANGEVIN/O.LEROUX,,Rue Paul Langevin,0,,Boulevard Oscar Leroux,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2013-01-01,70
"48.117142816883394,-1.655201785274625","{""coordinates"": [-1.655201785274625, 48.117142816883394], ""type"": ""Point""}",accident.1919,1919,823,Sécurité publique 0035238 00228,2013-06-06,07:45,Jeudi,35238,En X,DANTON/LAVOISIER,,Rue Danton,0,,Rue Lavoisier,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,71
"48.15061997500626,-1.7967399547053984","{""coordinates"": [-1.796739954705398, 48.15061997500626], ""type"": ""Point""}",accident.1923,1923,1452,Gendarmerie Nationale 0010048 02160,2013-09-17,07:00,Mardi,35210,En T,,0016+1770,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2013-01-01,72
"48.11623858754155,-1.6646390444011072","{""coordinates"": [-1.664639044401107, 48.11623858754155], ""type"": ""Point""}",accident.1926,1926,2139,Sécurité publique 0035238 00105,2016-03-11,17:19,Vendredi,35238,En X,SÉVIGNÉ/ROUSSEAU,,Boulevard de Sévigné,0,,Rue Waldeck-Rousseau,0.0,VL,Bicyclette,,,,,Conducteur,,,,,,,,0,0,1,2016-01-01,73
"48.07362003846794,-1.577040022619646","{""coordinates"": [-1.577040022619646, 48.07362003846794], ""type"": ""Point""}",accident.1929,1929,1308,Sécurité publique 0035238 00057,2013-02-08,10:26,Vendredi,35055,hors intersection,RD 463,0038+0014,RD 463,0,,,0.0,"VU seul 1,5T < PTAC <=3,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,1,0,0,2013-01-01,74
"48.09349999703902,-1.7457399901372272","{""coordinates"": [-1.745739990137227, 48.09349999703902], ""type"": ""Point""}",accident.1930,1930,863,Sécurité publique 0035238 00296,2013-07-12,19:30,Vendredi,35238,hors intersection,C.RURAL APIGNÉ,,Chemin rural 72 du Moulin d'Apigné à la,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,75
"48.11300370278011,-1.6564750583791876","{""coordinates"": [-1.656475058379188, 48.11300370278011], ""type"": ""Point""}",accident.1947,1947,819,Sécurité publique 0035238 00106,2013-03-14,13:20,Jeudi,35238,hors intersection,"45,BD DE STRASBOURG",,Boulevard de Strasbourg,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,76
"48.05875210794076,-1.7944564124728721","{""coordinates"": [-1.794456412472872, 48.05875210794076], ""type"": ""Point""}",accident.1951,1951,3351,Gendarmerie Nationale 0000683 01175,2018-06-02,16:25,Samedi,35076,hors intersection,RD 34,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2018-01-01,77
"48.132752613015164,-1.6729847510571705","{""coordinates"": [-1.67298475105717, 48.132752613015164], ""type"": ""Point""}",accident.2558,2558,2366,Sécurité publique 0035238 00112,2012-03-05,08:00,Lundi,35238,Giratoire,MONTS D'ARRÉE/MORBIHAN,,Avenue des Monts d'Arrée,0,,Rond-point,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2012-01-01,78
"48.11115112738103,-1.6971902976294229","{""coordinates"": [-1.697190297629423, 48.11115112738103], ""type"": ""Point""}",accident.2569,2569,992,Sécurité publique 0035238 00322,2013-07-31,09:15,Mercredi,35238,En T,PAPU/PÈRE LEBRET,,Rue Papu,0,,Rue du Père Lebret,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,1,0,2013-01-01,79
"48.109860105206835,-1.6778140535918875","{""coordinates"": [-1.677814053591888, 48.109860105206835], ""type"": ""Point""}",accident.2588,2588,78,Sécurité publique 0035238 00517,2015-12-01,18:10,Mardi,35238,En X,RÉPUBLIQUE/JOFFRE,,Place de la République,00,,Rue du Maréchal Joffre,0.0,Autobus,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2015-01-01,80
"48.1230144718887,-1.7089661521090689","{""coordinates"": [-1.708966152109069, 48.1230144718887], ""type"": ""Point""}",accident.2621,2621,3663,Sécurité publique 0035238 00449,2018-11-06,20:10,Mardi,35238,En X,CHURCHILL (AVENUE SIR WI,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,81
"48.11504302657974,-1.661973468037535","{""coordinates"": [-1.661973468037535, 48.11504302657974], ""type"": ""Point""}",accident.2639,2639,820,Sécurité publique 0035238 00119,2013-03-18,17:40,Lundi,35238,En T,PALESTINE/GUTENBERG,,Rue de la Palestine,0,,Rue Gutenberg,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,82
"48.12707708339596,-1.6830535218168847","{""coordinates"": [-1.683053521816885, 48.12707708339596], ""type"": ""Point""}",accident.2648,2648,2168,Sécurité publique 0035238 00107,2016-03-14,08:45,Lundi,35238,hors intersection,71 BIS AV GROS MALHON,,Avenue Gros Malhon,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,83
"48.10276874042245,-1.6613775745640387","{""coordinates"": [-1.661377574564039, 48.10276874042245], ""type"": ""Point""}",accident.2654,2654,3569,Sécurité publique 0035238 00248,2018-06-15,14:07,Vendredi,35238,En T,LERAY (ADOLPHE),,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,84
"48.161599985642255,-1.6899499409505507","{""coordinates"": [-1.689949940950551, 48.161599985642255], ""type"": ""Point""}",accident.2662,2662,1568,Sécurité publique 0035238 00452,2014-09-26,18:50,Vendredi,35278,Giratoire,"00, RD 82",0007+0080,RD 29,0,0038+0880,RD 82,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2014-01-01,85
"48.122300000240436,-1.638739988062411","{""coordinates"": [-1.638739988062411, 48.122300000240436], ""type"": ""Point""}",accident.2697,2697,752,Sécurité publique 0035238 00049,2013-02-04,16:30,Lundi,35238,Giratoire,B.COËSMES/DONZELOT,,Avenue des Buttes de Coësmes,0,,Avenue Pierre Donzelot,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,86
"48.12601901801405,-1.6657553418368913","{""coordinates"": [-1.665755341836891, 48.12601901801405], ""type"": ""Point""}",accident.2718,2718,3624,Sécurité publique 0035238 00388,2018-10-04,15:20,Jeudi,35238,En T,PATTON (AVENUE DU GENERA,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,87
"48.09812351111977,-1.6878713855920562","{""coordinates"": [-1.687871385592056, 48.09812351111977], ""type"": ""Point""}",accident.2727,2727,872,Sécurité publique 0035238 00508,2013-11-13,08:40,Mercredi,35238,En X,PUITS JACOB/NANTES,,Rue de Nantes,0,,Rue du Puits Jacob,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,88
"48.119053423266124,-1.6499581994495418","{""coordinates"": [-1.649958199449542, 48.119053423266124], ""type"": ""Point""}",accident.2744,2744,3041,Sécurité publique 0035238 00490,2017-10-09,20:26,Lundi,35238,En X,"59, FOULON (AVENUE PROFE",,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,89
"48.10244879950175,-1.874617810192377","{""coordinates"": [-1.874617810192377, 48.10244879950175], ""type"": ""Point""}",accident.2760,2760,3352,Gendarmerie Nationale 0000683 01447,2018-07-08,12:10,Dimanche,35080,En X,CHEMIN DU PATIS COCHET,,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,1,0,0,2018-01-01,90
"48.08654026588756,-1.6667038074918148","{""coordinates"": [-1.666703807491815, 48.08654026588756], ""type"": ""Point""}",accident.2775,2775,3547,Sécurité publique 0035238 00234,2018-06-05,15:20,Mardi,35238,Autre,SUISSE (DE),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,Passager,,,,,,0,0,3,2018-01-01,91
"48.08771166480824,-1.6446994979044545","{""coordinates"": [-1.644699497904454, 48.08771166480824], ""type"": ""Point""}",accident.2914,2914,3612,Sécurité publique 0035238 00376,2018-09-25,14:30,Mardi,35238,Giratoire,VERN (DE),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,92
"48.104033123589424,-1.7200542289383993","{""coordinates"": [-1.720054228938399, 48.104033123589424], ""type"": ""Point""}",accident.2947,2947,3529,Sécurité publique 0035238 00327,2018-08-27,17:25,Lundi,35238,hors intersection,ROBINOT DE ST-CYR (QUAI),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,93
"48.11034117284039,-1.6565704690561962","{""coordinates"": [-1.656570469056196, 48.11034117284039], ""type"": ""Point""}",accident.2953,2953,2298,Sécurité publique 0035238 00401,2012-08-23,08:50,Jeudi,35238,hors intersection,131 AVENUE A.BRIAND,,AVENUE ARISTIDE BRIAND,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,94
"48.11959184308783,-1.7135213472334971","{""coordinates"": [-1.713521347233497, 48.11959184308783], ""type"": ""Point""}",accident.2959,2959,1940,Sécurité publique 0035238 00314,2016-07-19,12:00,Mardi,35238,hors intersection,"10, BD D'ANJOU",,Boulevard d'Anjou,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,95
"48.110288035298225,-1.6564118810552466","{""coordinates"": [-1.656411881055247, 48.110288035298225], ""type"": ""Point""}",accident.2974,2974,2133,Sécurité publique 0035238 00168,2016-04-28,05:00,Jeudi,35238,hors intersection,"135, AV A.BRIAND",,Avenue Aristide Briand,0,,,0.0,"PL seul PTAC > 7,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,96
"48.119159999045344,-1.6492600000039688","{""coordinates"": [-1.649260000003969, 48.119159999045344], ""type"": ""Point""}",accident.3669,3669,66548730,SP/35238/325,2020-10-14,17:40,Mercredi,35238,Autre,FOULON (AVENUE PROFESSEUR CHARLES),0+0,FOULON (AVENUE PROFESSEUR CHARLES),,,,,"PL seul PTAC > 7,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,1,0,0,2020-01-01,97
"48.109881373125376,-1.6718570471420822","{""coordinates"": [-1.671857047142082, 48.109881373125376], ""type"": ""Point""}",accident.3672,3672,895,Sécurité publique 0035238 00275,2013-07-02,18:30,Mardi,35238,hors intersection,"14, QUAI RICHEMONT",,Quai de Richemont,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Passager,Conducteur,,,,,,0,0,1,2013-01-01,98
"48.099489999046824,-1.6713399999955671","{""coordinates"": [-1.671339999995567, 48.099489999046824], ""type"": ""Point""}",accident.3682,3682,63473163,SP/35238/155,2019-04-26,09:10,Vendredi,35238,En T,PLANCHES (DES),0+0,PLANCHES (DES),,0+0,PLANCHES (DES),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,99
"48.08765537928189,-1.6510570287738038","{""coordinates"": [-1.651057028773804, 48.08765537928189], ""type"": ""Point""}",accident.3688,3688,66539585,SP/35238/201,2020-07-15,08:50,Mercredi,35238,Giratoire,YOUGOSLAVIE (BD DE),N/C,YOUGOSLAVIE (BD DE),,N/C,YOUGOSLAVIE (BD DE),,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,,,,,,,,0,0,1,2020-01-01,100
"48.12551132180807,-1.816225328900196","{""coordinates"": [-1.816225328900196, 48.12551132180807], ""type"": ""Point""}",accident.3689,3689,3355,Gendarmerie Nationale 0010048 01795,2018-05-23,14:00,Mercredi,35131,hors intersection,RUE DE RENNES,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2018-01-01,101
"48.126589999047425,-1.6627699999982144","{""coordinates"": [-1.662769999998214, 48.126589999047425], ""type"": ""Point""}",accident.4265,4265,66553556,SP/35238/137,2020-05-20,11:55,Mercredi,35238,En T,MARBAUDAIS (DE LA),N/C,MARBAUDAIS (DE LA),,0+0,MARBAUDAIS (DE LA),,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,102
"48.09144999905005,-1.658149999994328","{""coordinates"": [-1.658149999994328, 48.09144999905005], ""type"": ""Point""}",accident.4307,4307,66521105,SP/35238/65,2020-02-13,07:40,Jeudi,35238,Giratoire,GRIMAULT (BD LEON),0+0,GRIMAULT (BD LEON),,0+0,GRIMAULT (BD LEON),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,103
"48.09448799481487,-1.68560685604894","{""coordinates"": [-1.68560685604894, 48.09448799481487], ""type"": ""Point""}",accident.4366,4366,66534825,SP/35238/166,2020-06-10,17:20,Mercredi,35238,En X,CLEMENCEAU (52 BD GEORGES),N/C,CLEMENCEAU (52 BD GEORGES),,0+0,CLEMENCEAU (52 BD GEORGES),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,104
"48.098279999042724,-1.6881199999977865","{""coordinates"": [-1.688119999997787, 48.098279999042724], ""type"": ""Point""}",accident.4386,4386,63450615,SP/35238/86,2019-03-05,08:10,Mardi,35238,En T,POMPIDOU ( BD GEORGES),0+0,POMPIDOU ( BD GEORGES),,0+0,POMPIDOU ( BD GEORGES),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,105
"48.091269999044535,-1.6646700000024761","{""coordinates"": [-1.664670000002476, 48.091269999044535], ""type"": ""Point""}",accident.4454,4454,63429141,SP/35238/378,2019-09-26,13:45,Jeudi,35238,Autre,LEROUX (BD OSCAR),0+0,LEROUX (BD OSCAR),,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,106
"48.091354474003815,-1.6659830882607314","{""coordinates"": [-1.665983088260731, 48.091354474003815], ""type"": ""Point""}",accident.4507,4507,3397,Sécurité publique 0035238 00044,2018-01-11,12:24,Jeudi,35238,En X,"00, LEROUX (BD OSCAR)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,107
"48.11385610905102,-1.6206414141047127","{""coordinates"": [-1.620641414104713, 48.11385610905102], ""type"": ""Point""}",accident.4510,4510,3847,Sécurité publique 0035238 00065,2018-01-25,06:50,Jeudi,35051,Giratoire,"00, ALLIES (BOULEVARD DE",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,108
"48.09453999904444,-1.6903599999934815","{""coordinates"": [-1.690359999993482, 48.09453999904444], ""type"": ""Point""}",accident.4769,4769,77743,SP/35238/170,2021-05-26,07:55,Mercredi,35238,En X,NANTES (RUE DE),N/C,Allée Louis Hémon,,12+380,Rue de Nantes,,"PL seul 3,5 < PTAC <=7,5t",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,109
"48.09988999904546,-1.6721999999960695","{""coordinates"": [-1.672199999996069, 48.09988999904546], ""type"": ""Point""}",accident.4780,4780,79568,SP/35238/184,2021-06-04,19:00,Vendredi,35238,Giratoire,CHATILLON (DE),N/C,GINGUENE,,N/C,CHATILLON (DE),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,110
"48.12061999904589,-1.6720399999965538","{""coordinates"": [-1.672039999996554, 48.12061999904589], ""type"": ""Point""}",accident.4830,4830,93202,SP/35238/289,2021-08-20,17:20,Vendredi,35238,En T,Rue d?Antrain,N/C,BRIZEUX (DE),,N/C,Rue d'Antrain,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,111
"48.11404999904446,-1.6072999999968054","{""coordinates"": [-1.607299999996805, 48.11404999904446], ""type"": ""Point""}",accident.4874,4874,106022,SP/35238/398,2021-10-26,08:15,Mardi,35051,Giratoire,FONTAINE (RUE DE LA),N/C,PARIS (RUE DE),,N/C,FONTAINE (RUE DE LA),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,112
