geo_point_2d;geo_shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;wms_time
48.08180997067656,-1.6966900261095488;"{""coordinates"": [-1.696690026109549, 48.08180997067656], ""type"": ""Point""}";accident.4382;4382;3732;Sécurité publique 0035238 00304;2018-08-03;11:00;Vendredi;35238;hors intersection;ROCADE 10-11;;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;0;1;2018-01-01
48.097379999046744,-1.6750900000043933;"{""coordinates"": [-1.675090000004393, 48.097379999046744], ""type"": ""Point""}";accident.4393;4393;66541178;SP/35238/282;2020-09-13;14:55;Dimanche;35238;En X;ALMA (DE L');0+0;ALMA (DE L');;0+0;ALMA (DE L');;Scooter <= 50 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;1;0;2020-01-01
48.130967804128325,-1.670312908533537;"{""coordinates"": [-1.670312908533537, 48.130967804128325], ""type"": ""Point""}";accident.4394;4394;2197;Sécurité publique 0035238 00081;2016-02-26;05:45;Vendredi;35238;hors intersection;BD D'ARMORIQUE;;Boulevard d'Armorique;0;;;0;VL;;;;;;Conducteur;Passager;Passager;Passager;;;;;0;4;0;2016-01-01
48.10934999904703,-1.6975400000025496;"{""coordinates"": [-1.69754000000255, 48.10934999904703], ""type"": ""Point""}";accident.4403;4403;66510850;SP/35238/297;2020-09-23;11:45;Mercredi;35238;Giratoire;GUILLOUX (LOUIS);0+0;GUILLOUX (LOUIS);;;;;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.09039999904568,-1.6298499999980005;"{""coordinates"": [-1.629849999998001, 48.09039999904568], ""type"": ""Point""}";accident.4417;4417;63453436;SP/35238/341;2019-09-04;19:00;Mercredi;35238;Autre;PORTE DES LOGES;5+377;PORTE DES LOGES;;;;;Moto ou sidecar > 125 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2019-01-01
48.08943997598563,-1.703949956663953;"{""coordinates"": [-1.703949956663953, 48.08943997598563], ""type"": ""Point""}";accident.4410;4410;3247;Sécurité publique 0035238 00293;2017-06-26;17:10;Lundi;35281;hors intersection;ROCADE;;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2017-01-01
48.11463631912663,-1.655783520060353;"{""coordinates"": [-1.655783520060353, 48.11463631912663], ""type"": ""Point""}";accident.4411;4411;1005;Sécurité publique 0035238 00478;2013-10-29;11:45;Mardi;35238;hors intersection;151, AVENUE LECLERC;;Avenue Général Leclerc;0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2013-01-01
48.127954689518866,-1.6834415881137335;"{""coordinates"": [-1.683441588113733, 48.127954689518866], ""type"": ""Point""}";accident.4423;4423;2341;Sécurité publique 0035238 00176;2012-04-10;14:10;Mardi;35238;En X;TROIS CROIX/GROS MALHON;;Boulevard des Trois Croix;70;;Avenue Gros Malhon;70;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;1;2012-01-01
48.111842948830926,-1.6214029954400893;"{""coordinates"": [-1.621402995440089, 48.111842948830926], ""type"": ""Point""}";accident.4426;4426;1149;Sécurité publique 0035238 00265;2016-06-22;22:10;Mercredi;35051;Giratoire;RP VILAINE;;Boulevard des Alliés;0;;Rond-point de la Vilaine;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2016-01-01
48.13746199904696,-1.686482999998056;"{""coordinates"": [-1.686482999998056, 48.13746199904696], ""type"": ""Point""}";accident.4402;4402;63446471;SP/35238/285;2019-07-24;07:05;Mercredi;35278;Giratoire;CHESNAIS BEAUREGARD (RUE DU);0+0;CHESNAIS BEAUREGARD (RUE DU);;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2019-01-01
48.09728280057796,-1.6577892144099449;"{""coordinates"": [-1.657789214409945, 48.09728280057796], ""type"": ""Point""}";accident.4404;4404;2764;Sécurité publique 0035238 00102;2017-03-01;19:15;Mercredi;35238;à plus de 4 branches;ROOSEVELT (BD FRANKLIN);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2017-01-01
48.10166410717492,-1.6763723037438123;"{""coordinates"": [-1.676372303743812, 48.10166410717492], ""type"": ""Point""}";accident.4447;4447;3087;Sécurité publique 0035238 00470;2017-11-10;07:00;Vendredi;35238;En X;46, ALMA (DE L');;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
48.11021999904905,-1.674229999995333;"{""coordinates"": [-1.674229999995333, 48.11021999904905], ""type"": ""Point""}";accident.4459;4459;63475592;SP/35238/103;2019-03-23;06:15;Samedi;35238;En X;CHATEAUBRIAND (QUAI);0+0;CHATEAUBRIAND (QUAI);;0+0;CHATEAUBRIAND (QUAI);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Passager;Passager;;;;0;1;3;2019-01-01
48.08336699904324,-1.6610120000061355;"{""coordinates"": [-1.661012000006135, 48.08336699904324], ""type"": ""Point""}";accident.4461;4461;63429139;SP/35238/375;2019-09-25;12:05;Mercredi;35238;Giratoire;PORTUGAL (BD DU);0+0;PORTUGAL (BD DU);;;;;Autre véhicule;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;;;;;;0;2;0;2019-01-01
48.11170000095315,-1.7185200007868153;"{""coordinates"": [-1.718520000786815, 48.11170000095315], ""type"": ""Point""}";accident.4475;4475;1006;Sécurité publique 0035238 00560;2013-12-04;18:17;Mercredi;35238;hors intersection;ROCADE OUEST EXTÉRIEURE;;Rocade Ouest;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Conducteur;;;;;;0;0;1;2013-01-01
48.11821511284802,-1.715284685345741;"{""coordinates"": [-1.715284685345741, 48.11821511284802], ""type"": ""Point""}";accident.4480;4480;458;Sécurité publique 0035238 00603;2014-12-15;18:10;Lundi;35238;à plus de 4 branches;PORTE DE BREST;;Rue de Saint-Brieuc;0;;Porte de Brest;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2014-01-01
48.13070000480611,-1.709659988879026;"{""coordinates"": [-1.709659988879026, 48.13070000480611], ""type"": ""Point""}";accident.4491;4491;2406;Sécurité publique 0035238 00534;2012-11-02;15:55;Vendredi;35238;hors intersection;ROCADE NORD-OUEST;0017+0200;ROCADE NORD-OUEST;0;;;0;VL;VL;VL;;;;Conducteur;Passager;Passager;Conducteur;Conducteur;;;;0;0;2;2012-01-01
48.12451999904396,-1.703090000002832;"{""coordinates"": [-1.703090000002832, 48.12451999904396], ""type"": ""Point""}";accident.4513;4513;66525919;SP/35238/405;2020-12-15;08:30;Mardi;35238;En X;TILLON (AVENUE CHARLES);N/C;TILLON (AVENUE CHARLES);;N/C;TILLON (AVENUE CHARLES);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2020-01-01
48.10646999904697,-1.686169999998369;"{""coordinates"": [-1.686169999998369, 48.10646999904697], ""type"": ""Point""}";accident.4503;4503;63457535;SP/35238/398;2019-10-10;08:20;Jeudi;35238;En T;AVENUE DES PREALES;0+0;AVENUE DES PREALES;;0+0;AVENUE DES PREALES;;Bicyclette;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2019-01-01
48.111062130345175,-1.7183697439153733;"{""coordinates"": [-1.718369743915373, 48.111062130345175], ""type"": ""Point""}";accident.4521;4521;154;Sécurité publique 0035238 00312;2015-07-24;18:00;Vendredi;35238;à plus de 4 branches;PORTE DE LORIENT;0015+0500;Rocade Ouest;0;;Porte de Lorient;0;VL;VL;VL;VL;;;Conducteur;Conducteur;Conducteur;Conducteur;;;;;0;0;1;2015-01-01
48.12308178089837,-1.7143305199941643;"{""coordinates"": [-1.714330519994164, 48.12308178089837], ""type"": ""Point""}";accident.4523;4523;919;Sécurité publique 0035238 00139;2013-03-30;22:50;Samedi;35238;hors intersection;30, RUE DE PICARDIE;;Rue de Picardie;0;;;0;VL;;;;;;Conducteur;Passager;;;;;;;0;1;0;2013-01-01
48.1072846447291,-1.7187136673514247;"{""coordinates"": [-1.718713667351425, 48.1072846447291], ""type"": ""Point""}";accident.4527;4527;2473;Sécurité publique 0035238 00342;2012-07-11;14:55;Mercredi;35238;à plus de 4 branches;PORTE DE LORIENT;;PORTE DE LORIENT;0;;ROUTE DE LORIENT;0;VL;PL seul PTAC > 7,5T;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;2;2012-01-01
48.083499999046005,-1.730700000006466;"{""coordinates"": [-1.730700000006466, 48.083499999046005], ""type"": ""Point""}";accident.4528;4528;66545911;SP/35238/131;2020-05-15;13:10;Vendredi;35281;En X;HAIE-DES-COGNETS (BOUL DE LA);0+0;HAIE-DES-COGNETS (BOUL DE LA);;N/C;HAIE-DES-COGNETS (BOUL DE LA);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2020-01-01
48.11027999904496,-1.6554599999965853;"{""coordinates"": [-1.655459999996585, 48.11027999904496], ""type"": ""Point""}";accident.4541;4541;63428128;SP/35238/488;2019-12-06;02:20;Vendredi;35238;En X;VILLEBOIS MAREUIL (BD);0+0;VILLEBOIS MAREUIL (BD);;0+0;VILLEBOIS MAREUIL (BD);;Véhicule de tourisme (VT);Voiturette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2019-01-01
48.12179999904856,-1.6627600000037246;"{""coordinates"": [-1.662760000003725, 48.12179999904856], ""type"": ""Point""}";accident.4542;4542;63443267;SP/35238/21;2019-01-17;06:00;Jeudi;35238;En X;FOUGERES (RUE DE);0+0;FOUGERES (RUE DE);;0+0;FOUGERES (RUE DE);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;2;2019-01-01
48.10509999904933,-1.6934999999948261;"{""coordinates"": [-1.693499999994826, 48.10509999904933], ""type"": ""Point""}";accident.4544;4544;66507110;SP/35238/100;2020-03-08;05:53;Dimanche;35238;En T;VOLTAIRE (BD);N/C;VOLTAIRE (BD);;0+0;VOLTAIRE (BD);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);VU seul 1,5T < PTAC <=3,5T;;;;Conducteur;Conducteur;Conducteur;;;;;;0;0;2;2020-01-01
48.13273510117141,-1.6912444930632076;"{""coordinates"": [-1.691244493063208, 48.13273510117141], ""type"": ""Point""}";accident.4573;4573;848;Sécurité publique 0035238 00288;2013-07-07;20:29;Dimanche;35238;Giratoire;ST MALO/R.COLLIN;;Route de Saint-Malo;0;;Rond-point;0;motocyclette > 125 cm3;;;;;;Conducteur;Passager;;;;;;;0;0;2;2013-01-01
48.08291003800246,-1.6416499763076622;"{""coordinates"": [-1.641649976307662, 48.08291003800246], ""type"": ""Point""}";accident.4556;4556;3754;Sécurité publique 0035238 00499;2018-11-30;18:25;Vendredi;35238;hors intersection;PORTE D'ANGERS;;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2018-01-01
48.085499995120486,-1.6387900104301936;"{""coordinates"": [-1.638790010430194, 48.085499995120486], ""type"": ""Point""}";accident.4560;4560;2524;Sécurité publique 0035238 00025;2012-01-20;14:15;Vendredi;35238;hors intersection;ROCADE SUD PR6-050;0006+0050;Rocade Sud;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Passager;Conducteur;;;;;0;0;1;2012-01-01
48.0928439626752,-1.708122615513176;"{""coordinates"": [-1.708122615513176, 48.0928439626752], ""type"": ""Point""}";accident.4561;4561;3812;Sécurité publique 0035238 00231;2018-06-04;19:33;Lundi;35281;hors intersection;ROCADE;;;0;;;0;VL;PL + remorque(s);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2018-01-01
48.10538991964545,-1.7343117052983972;"{""coordinates"": [-1.734311705298397, 48.10538991964545], ""type"": ""Point""}";accident.4562;4562;1990;Sécurité publique 0035238 00362;2016-09-20;08:57;Mardi;35238;hors intersection;169, RUE DE LORIENT;;Rue de Lorient;0;;;0;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.12075628761343,-1.7229312314281855;"{""coordinates"": [-1.722931231428185, 48.12075628761343], ""type"": ""Point""}";accident.4570;4570;3155;Sécurité publique 0035238 00015;2017-12-21;08:45;Jeudi;35238;hors intersection;RN 12;;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;3;2017-01-01
48.08375557196818,-1.6744801596190744;"{""coordinates"": [-1.674480159619074, 48.08375557196818], ""type"": ""Point""}";accident.4594;4594;2923;Sécurité publique 0035238 00240;2017-05-28;20:35;Dimanche;35238;En X;FREVILLE (AVENUE HENRI);;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2017-01-01
48.15152002819685,-1.7592899578916203;"{""coordinates"": [-1.75928995789162, 48.15152002819685], ""type"": ""Point""}";accident.4586;4586;1457;Gendarmerie Nationale 0010048 03009;2014-09-18;09:15;Jeudi;35210;En X;AVENUEDE LA CRESPINIERE;0000+0000;;0;;;0;Scooter <= 50 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2014-01-01
48.10988134525894,-1.6718597288165142;"{""coordinates"": [-1.671859728816514, 48.10988134525894], ""type"": ""Point""}";accident.4598;4598;2539;Sécurité publique 0035238 00224;2012-05-05;14:30;Samedi;35238;hors intersection;14 QUAI RICHEMONT;;QUAI DE RICHEMONT;0;;;0;Bicyclette;;;;;;Conducteur;;;;;;;;0;0;1;2012-01-01
48.12543905233567,-1.6642894822527166;"{""coordinates"": [-1.664289482252717, 48.12543905233567], ""type"": ""Point""}";accident.4614;4614;3392;Sécurité publique 0035238 00037;2018-01-06;16:45;Samedi;35238;En X;03, MOUNIER (BD EMMANUEL;;;0;;;0;VL;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;1;2018-01-01
48.11225796420009,-1.6434810730328617;"{""coordinates"": [-1.643481073032862, 48.11225796420009], ""type"": ""Point""}";accident.4624;4624;2403;Sécurité publique 0035238 00492;2012-10-11;13:50;Jeudi;35238;En T;BAUD/F.CHÂTEAU;;Chemin de Baud;0;;Avenue François Château;0;VU seul 1,5T < PTAC <=3,5T;VU seul 1,5T < PTAC <=3,5T;VU seul 1,5T < PTAC <=3,5T;;;;Conducteur;Conducteur;Conducteur;;;;;;0;0;1;2012-01-01
48.12280000728391,-1.6208400691993576;"{""coordinates"": [-1.620840069199358, 48.12280000728391], ""type"": ""Point""}";accident.4621;4621;3245;Sécurité publique 0035238 00301;2017-06-29;20:12;Jeudi;35051;Giratoire;00, BOULAIS (ROND-POINT;;;0;;;0;motocyclette > 125 cm3;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;1;0;2017-01-01
47.98040499904593,-1.739314999998343;"{""coordinates"": [-1.739314999998343, 47.98040499904593], ""type"": ""Point""}";accident.4653;4653;63482196;GN/702/878;2019-05-04;23:00;Samedi;35139;En T;La Croix Chemin;8+200;La Croix Chemin;;N/C;La Croix Chemin;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;1;0;2019-01-01
48.102289964955794,-1.631120030460489;"{""coordinates"": [-1.631120030460489, 48.102289964955794], ""type"": ""Point""}";accident.4663;4663;1239;Sécurité publique 0035238 00087;2016-03-02;18:10;Mercredi;35051;En T;00, HOGUET (RUE DU);;HOGUET (RUE DU);0;;FREBARDIERE (RUE DE LA);0;VL;Scooter  > 50 <= 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.0732799741331,-1.7122899765754693;"{""coordinates"": [-1.712289976575469, 48.0732799741331], ""type"": ""Point""}";accident.4661;4661;1792;Sécurité publique 0035238 00501;2016-11-17;08:28;Jeudi;35281;Giratoire;RD 177;0025+0750;RD 177;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Conducteur;;;;;;0;1;2;2016-01-01
48.179940001085626,-1.6688999779830282;"{""coordinates"": [-1.668899977983028, 48.179940001085626], ""type"": ""Point""}";accident.4666;4666;1096;Sécurité publique 0035238 00483;2013-10-30;22:05;Mercredi;35024;Giratoire;00, LAUNAY  (LIEU DIT LE;0000+0000;LAUNAY  (LIEU DIT LE PETIT);0;0055+0900;;0;VL;;;;;;Conducteur;Passager;Passager;;;;;;0;0;2;2013-01-01
48.10206937547892,-1.682546919636782;"{""coordinates"": [-1.682546919636782, 48.10206937547892], ""type"": ""Point""}";accident.4676;4676;300;Sécurité publique 0035238 00163;2015-04-17;14:00;Vendredi;35238;hors intersection;5B, BD DU COLOMBIER;;Boulevard du Colombier;;;;;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2015-01-01
48.102688731614926,-1.6088392664120523;"{""coordinates"": [-1.608839266412052, 48.102688731614926], ""type"": ""Point""}";accident.4706;4706;2793;Sécurité publique 0035238 00064;2017-01-30;08:15;Lundi;35051;Giratoire;00, BEAULIEU (PORTE DE);;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
48.10892772457108,-1.654339541450797;"{""coordinates"": [-1.654339541450797, 48.10892772457108], ""type"": ""Point""}";accident.4695;4695;567;Sécurité publique 0035238 00569;2014-11-27;03:45;Jeudi;35238;En T;V.MAREUIL/S.DE BREUR;;Boulevard Villebois-Mareuil;0;;Rue des Seiz Breur;0;VL;;;;;;Conducteur;Passager;;;;;;;0;1;1;2014-01-01
48.10958749823337,-1.707073774046;"{""coordinates"": [-1.707073774046, 48.10958749823337], ""type"": ""Point""}";accident.4684;4684;2371;Sécurité publique 0035238 00345;2012-07-13;08:50;Vendredi;35238;hors intersection;64, BD MARBEUF;;BOULEVARD MARBEUF;0;;;0;VL;Bicyclette;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;1;2012-01-01
48.10353589211007,-1.6626722597986927;"{""coordinates"": [-1.662672259798693, 48.10353589211007], ""type"": ""Point""}";accident.4693;4693;3666;Sécurité publique 0035238 00453;2018-11-08;09:23;Jeudi;35238;En X;SAINT-HELIER;;;0;;;0;VL;Bicyclette;VL;;;;Conducteur;Conducteur;Conducteur;;;;;;0;0;1;2018-01-01
48.13299999876163,-1.707509998361005;"{""coordinates"": [-1.707509998361005, 48.13299999876163], ""type"": ""Point""}";accident.4709;4709;2163;Sécurité publique 0035238 00057;2016-02-08;17:45;Lundi;35238;hors intersection;ROCADE NORD-OUEST INT;0017+0300;Rocade Nord-ouest;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Passager;Conducteur;;;;;0;0;1;2016-01-01
48.11992787850628,-1.6721315954818434;"{""coordinates"": [-1.672131595481843, 48.11992787850628], ""type"": ""Point""}";accident.4712;4712;1986;Sécurité publique 0035238 00359;2016-09-17;12:40;Samedi;35238;hors intersection;10,RUE DE BRIZEUX;;Rue de Brizeux;0;;;0;VU seul 1,5T < PTAC <=3,5T;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.09362999904657,-1.6712400000033485;"{""coordinates"": [-1.671240000003348, 48.09362999904657], ""type"": ""Point""}";accident.4718;4718;59966;SP/35238/15;2021-01-12;20:25;Mardi;35238;En X;COMBES (BD EMILE);N/C;CHATILLON (DE);;N/C;COMBES (BD EMILE);;Scooter <= 50 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.0901799990452,-1.6300399999947321;"{""coordinates"": [-1.630039999994732, 48.0901799990452], ""type"": ""Point""}";accident.4723;4723;59338;SP/35238/7;2021-01-07;17:00;Jeudi;35238;Autre;PORTE DES LOGES;5+400;PORTE DES LOGES;;;;;PL seul PTAC > 7,5T;Tracteur routier + semi-remorque;PL seul PTAC > 7,5T;;;;Conducteur;Conducteur;Conducteur;;;;;;0;1;2;2021-01-01
48.107129999045945,-1.7206599999955743;"{""coordinates"": [-1.720659999995574, 48.107129999045945], ""type"": ""Point""}";accident.4719;4719;59600;SP/35238/9;2021-01-09;16:15;Samedi;35238;En T;LORIENT (DE);N/C;rue Jean Lemaistre;;0+337;LORIENT (DE);;Véhicule de tourisme (VT);Moto ou sidecar > 125 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2021-01-01
48.12436999904621,-1.709980000001856;"{""coordinates"": [-1.709980000001856, 48.12436999904621], ""type"": ""Point""}";accident.4729;4729;63502;SP/35238/46;2021-02-10;15:00;Mercredi;35238;En T;TILLON (AVENUE CHARLES);N/C;Rue Doyen Denis Leroy;;N/C;Avenue Charles Tillon;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);VU seul 1,5T < PTAC <=3,5T;Véhicule de tourisme (VT);;;Conducteur;Conducteur;Conducteur;Conducteur;Passager;;;;0;0;2;2021-01-01
48.09441999905062,-1.6744099999954911;"{""coordinates"": [-1.674409999995491, 48.09441999905062], ""type"": ""Point""}";accident.4717;4717;59963;SP/35238/12;2021-01-12;08:35;Mardi;35238;En X;SEMBAT (MARCEL);N/C;;;N/C;SEMBAT (MARCEL);;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2021-01-01
48.130739999043996,-1.6212400000021605;"{""coordinates"": [-1.621240000002161, 48.130739999043996], ""type"": ""Point""}";accident.4739;4739;67796;SP/35238/80;2021-03-08;10:25;Lundi;35051;En X;ALLIES (BOULEVARD DES);N/C;Rue du Chêne Germain;;N/C;Bd des Alliés;;Véhicule de tourisme (VT);Moto ou sidecar > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.10888999904902,-1.710240000001896;"{""coordinates"": [-1.710240000001896, 48.10888999904902], ""type"": ""Point""}";accident.4745;4745;71797;SP/35238/61;2021-02-22;12:30;Lundi;35238;En X;PORTE DE LORIENT;N/C;Rue Charles Géniaux;;N/C;rue de Lorient;;VU seul 1,5T < PTAC <=3,5T;Autobus;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2021-01-01
48.10236999905093,-1.6102300000009766;"{""coordinates"": [-1.610230000000977, 48.10236999905093], ""type"": ""Point""}";accident.4750;4750;69851;SP/35238/108;2021-03-31;13:05;Mercredi;35051;Giratoire;ALLIES (BOULEVARD DES);N/C;;;;;;Tracteur routier + semi-remorque;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;;;;;;0;0;2;2021-01-01
48.10417999904758,-1.70719999999372;"{""coordinates"": [-1.70719999999372, 48.10417999904758], ""type"": ""Point""}";accident.4761;4761;72544;SP/35238/125;2021-04-21;09:20;Mercredi;35238;En T;POTTIER (EUGENE);N/C;Rue Jean Marcel Chatel;;N/C;Rue Eugène Pottier;;Moto ou sidecar > 125 cm3;VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.11615999904983,-1.6612399999953102;"{""coordinates"": [-1.66123999999531, 48.11615999904983], ""type"": ""Point""}";accident.4773;4773;77139;SP/35238/164;2021-05-22;16:55;Samedi;35238;En T;BALZAC (HONORE DE);N/C;SEVIGNE (BD DE);;N/C;BALZAC (HONORE DE);;Scooter <= 50 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.1075299990481,-1.705540000005392;"{""coordinates"": [-1.705540000005392, 48.1075299990481], ""type"": ""Point""}";accident.4783;4783;81028;SP/35238/192;2021-06-10;19:00;Jeudi;35238;Giratoire;KERVILER;N/C;COURBET (AMIRAL);;N/C;KERVILER;;Véhicule de tourisme (VT);Moto ou sidecar  > 50 <= 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.090026966913996,-1.6822433442776434;"{""coordinates"": [-1.682243344277643, 48.090026966913996], ""type"": ""Point""}";accident.5106;5106;2776;Sécurité publique 0035238 00051;2017-01-24;14:40;Mardi;35238;Giratoire;00, ALBERT 1ER (BD);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
