Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh_x,senc,catv,occutc,obs,obsm,choc,manv,num_veh_y
201400000020,14,4,18,1630,1,1,1,1.0,7,411,,M,5048600.0,305900.0,590,3,954.0,,,2.0,2.0,0.0,0.0,0.0,2.0,4.0,33.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,1.0,0.0,0.0,0.0,1949.0,A01,0,1,0,0.0,0.0,0.0,1.0,A01
201400000093,14,10,6,1115,1,1,1,1.0,6,611,YPRES RUE D',M,5069864.0,301465.0,590,3,308.0,,,2.0,2.0,8.0,676.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1948.0,A01,0,1,0,0.0,2.0,4.0,13.0,A01
201400000190,14,4,3,1615,1,1,1,1.0,1,117,,M,5009665.0,301061.0,620,3,19.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,1995.0,B02,0,1,0,1.0,0.0,1.0,21.0,B02
201400000256,14,9,13,915,1,2,1,1.0,3,318,avenue de Rombly,M,5051954.0,165292.0,620,4,0.0,,,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,2003.0,B02,0,1,0,0.0,2.0,7.0,19.0,B02
201400000544,14,2,23,1145,1,1,2,1.0,3,517,,M,4952216.0,113623.0,760,3,47.0,,,2.0,2.0,19.0,229.0,0.0,1.0,1.0,0.0,650.0,1.0,0.0,1.0,0.0,1.0,1,3,2,5.0,21.0,0.0,0.0,0.0,1968.0,B02,0,1,0,0.0,2.0,7.0,15.0,B02
201400000559,14,3,10,1400,1,2,1,1.0,7,630,rue de bailly,M,4990768.0,130382.0,760,3,149.0,,,2.0,0.0,83.0,700.0,0.0,1.0,1.0,0.0,58.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,41.0,0.0,0.0,0.0,1946.0,A01,0,1,0,0.0,0.0,8.0,1.0,A01
201400000568,14,9,16,1400,1,1,1,1.0,7,193,,M,4969762.0,118603.0,760,3,15.0,,,2.0,1.0,8.0,390.0,0.0,4.0,2.0,0.0,45.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,2003.0,A01,0,1,0,0.0,0.0,0.0,1.0,A01
201400000627,14,8,31,1145,1,1,2,1.0,3,551,,M,4955504.0,29799.0,760,3,31.0,,,2.0,0.0,13.0,860.0,0.0,1.0,1.0,0.0,68.0,1.0,0.0,1.0,99.0,1.0,1,3,1,1.0,21.0,0.0,0.0,0.0,1967.0,B02,0,1,0,0.0,2.0,1.0,0.0,B02
201400000816,14,8,13,1145,1,2,1,1.0,1,90,chemin des hauts vents,M,4918000.0,56200.0,270,4,0.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,1.0,0.0,1.0,0.0,1.0,1,2,2,5.0,1.0,0.0,0.0,0.0,1947.0,B02,0,1,0,0.0,2.0,1.0,1.0,B02
201400000862,14,9,13,1500,1,1,2,1.0,3,240,La Brosse,M,4810248.0,-183165.0,350,3,287.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,99.0,1.0,1,3,1,5.0,1.0,0.0,0.0,0.0,1975.0,B02,0,1,0,0.0,2.0,1.0,1.0,B02
