Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infrasituenv1,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh_x,senc,catv,occutc,obs,obsm,choc,manv,num_veh_y
200900000011,9,1,23,1400,1,2,6,1.0,1,154,RD PT ANCIENS COMBATTANT,M,4,-,440.0,4,0.0,,,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,100.0,1.0,1,4,1,0.0,1.0,0.0,0.0,0.0,1972.0,B02,0,1,0,12.0,2.0,8.0,1.0,B02
200900000040,9,1,11,1530,1,2,3,1.0,3,101,16, QUAI DES TUILERIES,,,750.0,4,0.0,,,1.0,3.0,,,0.0,1.0,1.0,0.0,200.0,1.0,100.0,1.0,1,4,1,0.0,23.0,0.0,0.0,0.0,1983.0,A01,0,1,0,0.0,2.0,4.0,16.0,A01
200900000054,9,1,31,1215,1,2,3,1.0,7,113,BOULEVARD AUGUSTE BLANQU,,,,750.0,4,0.0,,,1.0,3.0,,,1.0,1.0,0.0,0.0,106.0,1.0,100.0,1.0,1,4,1,0.0,23.0,0.0,0.0,0.0,1974.0,A01,0,1,0,0.0,0.0,0.0,21.0,A01
200900000123,9,1,21,910,1,2,1,1.0,7,106,13, QUAI MALAQUAIS,,,750.0,4,0.0,,,1.0,4.0,,,1.0,1.0,1.0,32.0,0.0,1.0,103.0,1.0,1,4,2,1.0,93.0,0.0,0.0,0.0,1954.0,A01,0,1,0,12.0,0.0,0.0,0.0,A01
200900000160,9,1,4,1240,1,2,2,1.0,6,105,139, BOULEVARD SAINT MIC,,,750.0,4,0.0,,,2.0,4.0,,,3.0,1.0,1.0,0.0,109.0,1.0,500.0,,3,4,2,5.0,,4.0,3.0,1.0,1945.0,A01,0,1,0,0.0,1.0,1.0,7.0,A01
200900000169,9,1,21,1235,1,2,1,1.0,3,111,6, RUE LEON FROT,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,80.0,1.0,100.0,1.0,1,4,2,1.0,21.0,0.0,0.0,0.0,1970.0,B01,0,1,0,1.0,0.0,7.0,1.0,B01
200900000171,9,1,30,950,1,2,1,1.0,7,112,RUE DU CHAROLAIS,,,,750.0,4,0.0,,,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,30.0,7.0,100.0,1.0,1,4,1,1.0,23.0,0.0,0.0,0.0,1974.0,A01,0,1,0,0.0,0.0,0.0,1.0,A01
200900000200,9,1,29,1943,5,2,1,1.0,3,106,RUE DE L ANCIENNE COMEDI,,,,750.0,4,0.0,,,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,64.0,1.0,100.0,1.0,1,4,2,4.0,23.0,0.0,0.0,0.0,1980.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
200900000205,9,1,14,950,1,2,1,2.0,3,112,35, AVENUE DE SAINT MAND,,,750.0,4,0.0,,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,2.0,400.0,1.0,1,4,2,1.0,23.0,0.0,0.0,0.0,1974.0,A01,0,1,0,0.0,2.0,1.0,1.0,A01
200900000227,9,1,16,1115,1,2,1,1.0,3,116,RUE DU RANELAGH,,,,750.0,4,0.0,,,2.0,2.0,,,0.0,2.0,1.0,0.0,60.0,6.0,100.0,1.0,1,4,1,1.0,23.0,0.0,0.0,0.0,1976.0,B01,0,1,0,0.0,2.0,3.0,15.0,B01
200900000255,9,1,16,740,1,2,2,1.0,3,109,RUE DE DUNKERQUE,,,,750.0,4,0.0,,,1.0,2.0,,,0.0,2.0,1.0,0.0,0.0,0.0,100.0,1.0,1,3,1,1.0,23.0,0.0,0.0,0.0,1953.0,A01,0,1,0,0.0,2.0,2.0,1.0,A01
200900000268,9,1,13,1700,5,2,3,2.0,7,115,103, QUAI BRANLY,,,750.0,4,0.0,,,0.0,1.0,,,1.0,1.0,3.0,0.0,40.0,2.0,599.0,1.0,1,4,1,9.0,21.0,0.0,0.0,0.0,1976.0,A01,0,1,0,0.0,0.0,0.0,16.0,A01
200900000273,9,1,31,1730,1,2,1,1.0,6,112,ROUTE DE LA TOURELLE,,,,750.0,4,0.0,,,0.0,1.0,,,0.0,1.0,1.0,0.0,40.0,1.0,6199.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1941.0,A01,0,1,0,0.0,5.0,0.0,1.0,A01
200900000354,9,1,31,1850,2,2,1,1.0,6,114,32, AVENUE REILLE,,,750.0,4,0.0,,,1.0,2.0,,,0.0,0.0,0.0,0.0,110.0,0.0,100.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1941.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900000370,9,1,5,1615,1,2,4,4.0,3,111,48, RUE DE LA ROQUETTE,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,120.0,5.0,100.0,1.0,1,4,2,1.0,23.0,0.0,0.0,0.0,1978.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
200900000391,9,1,10,925,1,2,1,1.0,1,110,10, RUE DES PETITES ECUR,,,750.0,4,0.0,,,1.0,1.0,,,1.0,1.0,1.0,0.0,45.0,1.0,199.0,1.0,1,4,2,3.0,23.0,0.0,0.0,0.0,1971.0,B01,0,1,0,0.0,2.0,1.0,17.0,B01
200900000438,9,1,22,940,1,2,3,3.0,3,102,291, RUE SAINT DENIS,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,12.0,40.0,2.0,6100.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1973.0,A01,0,1,0,0.0,2.0,8.0,19.0,A01
200900000455,9,1,31,1630,1,2,1,1.0,3,109,06, BOULEVARD DE LA MADE,,,750.0,4,0.0,,,3.0,2.0,,,0.0,1.0,1.0,0.0,60.0,1.0,199.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1980.0,B01,0,1,0,0.0,2.0,3.0,1.0,B01
200900000469,9,1,30,1415,1,2,1,1.0,6,101,128, RUE DE RIVOLI,,,750.0,4,0.0,,,1.0,3.0,,,3.0,1.0,1.0,7.0,136.0,1.0,400.0,,3,4,2,3.0,,5.0,9.0,1.0,1934.0,A01,0,1,0,0.0,1.0,2.0,7.0,A01
200900000633,9,2,2,800,1,2,3,4.0,2,106,92, BOULEVARD DU MONTPAR,,,750.0,4,0.0,,,2.0,2.0,,,3.0,1.0,1.0,10.0,68.0,5.0,5103.0,1.0,1,4,1,2.0,23.0,0.0,0.0,0.0,1990.0,B01,0,1,0,0.0,2.0,4.0,7.0,B01
200900000650,9,2,3,1340,1,2,3,1.0,6,104,BOULEVARD DU PALAIS,,,,750.0,4,0.0,,,2.0,3.0,,,3.0,1.0,1.0,0.0,80.0,1.0,199.0,,3,1,1,5.0,,2.0,2.0,1.0,1977.0,A01,0,1,0,0.0,1.0,0.0,7.0,A01
200900000658,9,2,4,723,5,2,1,1.0,3,113,BOULEVARD MASSENA,,,,750.0,4,0.0,,,0.0,4.0,,,0.0,2.0,0.0,0.0,210.0,1.0,199.0,1.0,1,4,1,1.0,23.0,0.0,0.0,0.0,1958.0,B01,0,1,0,0.0,2.0,7.0,11.0,B01
200900000682,9,2,4,2215,5,2,2,1.0,3,115,133, RUE DE LA CONVENTIO,,,750.0,4,0.0,,,2.0,3.0,,,0.0,1.0,1.0,0.0,106.0,1.0,5199.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1972.0,B01,0,1,0,0.0,2.0,8.0,1.0,B01
200900000691,9,2,5,1315,1,2,5,2.0,3,105,32, RUE DES CARMES,,,750.0,4,0.0,,,1.0,0.0,,,0.0,2.0,1.0,99.0,59.0,2.0,100.0,1.0,1,4,2,0.0,23.0,0.0,0.0,0.0,1950.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
200900000692,9,2,5,1350,1,2,1,1.0,6,113,15, AVENUE D ITALIE,,,750.0,4,0.0,,,0.0,4.0,,,1.0,1.0,1.0,0.0,80.0,1.0,500.0,,3,1,1,5.0,,2.0,3.0,1.0,1954.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900000697,9,2,5,1614,1,2,3,1.0,6,116,RUE DE PASSY,,,,750.0,4,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6499.0,1.0,1,1,1,5.0,23.0,0.0,0.0,0.0,1982.0,A01,0,1,0,0.0,1.0,4.0,1.0,A01
200900000700,9,2,5,1715,1,2,3,1.0,6,114,29, AVENUE DU GENERAL LE,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,90.0,60.0,1.0,100.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1959.0,A01,0,1,0,0.0,2.0,0.0,15.0,A01
200900000756,9,2,9,1100,1,2,1,2.0,3,115,5bis, AVENUE DE LA PORTE,,,750.0,4,0.0,,,1.0,2.0,,,0.0,1.0,1.0,0.0,80.0,2.0,100.0,1.0,1,4,2,1.0,21.0,0.0,0.0,0.0,1962.0,A01,0,1,0,0.0,2.0,0.0,14.0,A01
200900000765,9,2,9,1825,5,2,1,1.0,3,118,27, RUE STEPHENSON,,,750.0,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,30.0,90.0,2.0,100.0,1.0,1,4,1,1.0,21.0,0.0,0.0,0.0,1956.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
200900000819,9,2,12,900,1,2,2,1.0,2,105,1, QUAI SAINT MICHEL,,,750.0,4,0.0,,,1.0,4.0,,,0.0,1.0,1.0,0.0,120.0,1.0,100.0,1.0,1,4,2,2.0,23.0,0.0,0.0,0.0,1985.0,A01,0,1,0,0.0,2.0,1.0,2.0,A01
200900000854,9,2,13,2118,5,2,2,1.0,3,105,6, RUE DU CARDINAL LEMOI,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,70.0,1.0,100.0,1.0,1,4,1,1.0,23.0,0.0,0.0,0.0,1959.0,A01,0,1,0,0.0,2.0,1.0,1.0,A01
200900000885,9,2,15,1330,1,2,3,1.0,3,119,1, RUE DUVERGIER,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,48.0,1.0,199.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1964.0,A01,0,1,0,0.0,2.0,8.0,18.0,A01
200900000889,9,2,15,1730,1,2,3,1.0,6,105,11, QUAI SAINT MICHEL,,,750.0,4,0.0,,,1.0,3.0,,,1.0,1.0,1.0,0.0,122.0,1.0,599.0,,3,4,2,5.0,,2.0,4.0,3.0,1973.0,A01,0,1,0,0.0,1.0,0.0,1.0,A01
200900000904,9,2,16,2120,5,2,3,1.0,3,105,BOULEVARD DE PORT ROYAL,,,,750.0,4,0.0,,,2.0,4.0,100.0,0.0,0.0,1.0,1.0,15.0,57.0,1.0,100.0,1.0,1,1,1,1.0,23.0,0.0,0.0,0.0,1988.0,B01,0,1,0,0.0,2.0,8.0,13.0,B01
200900000923,9,2,18,900,1,2,3,1.0,3,114,27, AVENUE DE LA SIBELLE,,,750.0,4,0.0,,,1.0,1.0,,,0.0,0.0,0.0,0.0,70.0,1.0,100.0,1.0,1,4,1,4.0,23.0,0.0,0.0,0.0,1959.0,B01,0,1,0,0.0,2.0,7.0,5.0,B01
200900000930,9,2,18,1815,2,2,1,1.0,6,113,147, BOULEVARD AUGUSTE B,,,750.0,4,0.0,,,3.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,500.0,,3,4,1,5.0,,4.0,3.0,2.0,2004.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900000948,9,2,19,1645,1,2,1,1.0,3,120,180, BOULEVARD DE CHARON,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,100.0,1.0,1,4,1,0.0,23.0,0.0,0.0,0.0,1996.0,B01,0,1,0,0.0,2.0,7.0,9.0,B01
200900000971,9,2,21,800,1,2,2,1.0,3,110,RUE LA FAYETTE,,,,750.0,4,0.0,,,1.0,3.0,,,0.0,1.0,1.0,0.0,40.0,1.0,199.0,1.0,1,4,1,4.0,23.0,0.0,0.0,0.0,1986.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
200900001015,9,2,24,843,1,2,5,2.0,6,108,RUE DE MIROMESNIL,,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,60.0,2.0,100.0,,3,4,2,5.0,,4.0,3.0,1.0,1920.0,A01,0,1,0,0.0,1.0,1.0,16.0,A01
200900001025,9,2,24,1855,5,2,1,1.0,6,106,RUE DE RENNES,,,,750.0,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,116.0,1.0,100.0,1.0,1,1,1,1.0,23.0,0.0,0.0,0.0,1970.0,A01,0,1,0,0.0,1.0,3.0,1.0,A01
200900001028,9,2,25,830,1,2,5,1.0,3,117,2, PLACE DE LA PORTE MAI,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,2.0,10.0,10.0,1.0,100.0,1.0,1,4,1,1.0,23.0,0.0,0.0,0.0,1958.0,B01,0,1,0,0.0,2.0,7.0,1.0,B01
200900001035,9,2,25,1450,1,2,1,1.0,6,114,13, AVENUE JEAN MOULIN,,,750.0,4,0.0,,,2.0,1.0,,,1.0,0.0,0.0,0.0,55.0,0.0,500.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1947.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900001049,9,2,26,930,1,2,1,8.0,6,110,55, RUE DU CHATEAU D EAU,,,750.0,4,0.0,,,1.0,1.0,,,1.0,1.0,1.0,5.0,40.0,1.0,100.0,,3,1,2,1.0,,4.0,3.0,1.0,1965.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900001058,9,2,26,1910,5,2,5,1.0,3,116,AVENUE EDOUARD VAILLANT,,,,750.0,4,0.0,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1991.0,B01,0,1,0,0.0,2.0,1.0,19.0,B01
200900001090,9,2,28,1715,1,2,1,1.0,2,113,27, RUE ABEL HOVELACQUE,,,750.0,4,0.0,,,0.0,2.0,,,0.0,1.0,1.0,0.0,71.0,1.0,199.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1974.0,A01,0,1,0,0.0,2.0,1.0,17.0,A01
200900001123,9,1,30,1755,5,2,1,1.0,6,278,0, PROUST (MARCEL),,,220.0,6,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1,4,1,5.0,22.0,0.0,0.0,0.0,1997.0,A01,0,1,0,15.0,0.0,0.0,1.0,A01
200900001138,9,1,23,1845,5,2,1,2.0,6,278,71ï¿½me RI,,,,220.0,4,0.0,,,2.0,3.0,,,2.0,1.0,1.0,0.0,0.0,2.0,503.0,,3,4,2,5.0,93.0,5.0,5.0,2.0,1999.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900001407,9,3,29,1955,1,2,1,1.0,3,118,20, RUE DE LA BARRIERE B,,,750.0,4,0.0,,,1.0,1.0,,,0.0,2.0,1.0,0.0,60.0,1.0,6400.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1975.0,B01,0,1,0,0.0,2.0,3.0,9.0,B01
200900001484,9,3,8,1852,2,2,1,1.0,3,106,53, RUE DU FOUR,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,99.0,1.0,199.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1986.0,B01,0,1,0,0.0,2.0,2.0,1.0,B01
200900001501,9,3,2,1935,5,2,2,1.0,3,111,20, BOULEVARD VOLTAIRE,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,75.0,1.0,199.0,1.0,1,4,2,1.0,23.0,0.0,0.0,0.0,1972.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
200900001528,9,3,30,1900,1,2,2,1.0,6,106,96bis, BOULEVARD RASPAIL,,,750.0,4,0.0,,,2.0,4.0,,,3.0,2.0,1.0,78.0,60.0,1.0,103.0,,3,4,2,5.0,,4.0,3.0,1.0,1945.0,A01,0,1,0,0.0,1.0,1.0,7.0,A01
200900001550,9,3,5,2215,5,2,1,1.0,7,102,RUE D UZES,,,,750.0,4,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,52.0,1.0,100.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1978.0,A01,0,1,0,0.0,0.0,2.0,1.0,A01
200900001576,9,3,4,700,5,2,2,2.0,3,113,117, BOULEVARD VINCENT A,,,750.0,4,0.0,,,1.0,2.0,,,0.0,2.0,1.0,0.0,100.0,2.0,100.0,1.0,1,4,1,1.0,21.0,0.0,0.0,0.0,1958.0,A01,0,1,0,0.0,2.0,7.0,1.0,A01
200900001600,9,3,9,1620,1,2,2,1.0,6,105,BOULEVARD SAINT GERMAIN,,,,750.0,4,0.0,,,1.0,3.0,,,0.0,1.0,1.0,0.0,100.0,1.0,100.0,1.0,1,4,2,4.0,23.0,0.0,0.0,0.0,1982.0,A01,0,1,0,0.0,2.0,8.0,15.0,A01
200900001617,9,3,5,905,1,2,1,1.0,7,112,21, BOULEVARD DE REUILLY,,,750.0,4,0.0,,,2.0,1.0,,,0.0,2.0,1.0,0.0,80.0,1.0,100.0,1.0,1,4,1,4.0,23.0,0.0,0.0,0.0,1961.0,A01,0,1,0,0.0,0.0,0.0,1.0,A01
200900001636,9,3,10,1355,1,2,1,1.0,6,109,121, RUE DU FAUBOURG POI,,,750.0,4,0.0,,,1.0,1.0,,,0.0,2.0,1.0,0.0,40.0,1.0,103.0,,3,4,1,2.0,,2.0,5.0,1.0,1994.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900001657,9,3,12,2330,5,2,2,1.0,3,120,indt, RUE PELLEPORT,,,750.0,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,68.0,1.0,100.0,1.0,1,4,1,0.0,23.0,0.0,0.0,0.0,1985.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
200900001683,9,3,10,1905,5,2,1,1.0,6,120,18, RUE DES PYRENEES,,,750.0,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,154.0,9.0,199.0,1.0,1,3,1,1.0,23.0,0.0,0.0,0.0,1952.0,A01,0,1,0,14.0,0.0,1.0,1.0,A01
200900001684,9,3,10,1915,5,2,2,1.0,6,104,2, RUE DU ROI DE SICILE,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,50.0,1.0,199.0,1.0,1,4,1,0.0,23.0,0.0,0.0,0.0,1992.0,A01,0,1,0,6.0,0.0,2.0,21.0,A01
200900001686,9,3,10,2215,5,2,1,1.0,6,106,71, BOULEVARD DU MONTPAR,,,750.0,4,0.0,,,1.0,2.0,,,0.0,1.0,1.0,0.0,52.0,1.0,100.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1986.0,A01,0,1,0,0.0,2.0,0.0,2.0,A01
200900001697,9,3,11,1515,1,2,2,1.0,6,113,32, RUE DE TOLBIAC,,,750.0,4,0.0,,,0.0,2.0,,,0.0,2.0,1.0,0.0,100.0,1.0,100.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1996.0,A01,0,1,0,0.0,2.0,0.0,19.0,A01
200900001703,9,3,11,1745,1,2,1,1.0,6,112,BOULEVARD PONIATOWSKI,,,,750.0,4,0.0,,,2.0,0.0,,,0.0,1.0,1.0,33.0,95.0,1.0,199.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1924.0,A01,0,1,0,12.0,0.0,1.0,14.0,A01
200900001710,9,3,12,845,1,2,1,2.0,6,112,68, QUAI DE LA RAPEE,,,750.0,4,0.0,,,2.0,0.0,,,0.0,1.0,0.0,0.0,0.0,2.0,599.0,1.0,1,4,2,4.0,23.0,0.0,0.0,0.0,1960.0,A01,0,1,0,12.0,0.0,1.0,14.0,A01
200900001720,9,3,12,1425,1,2,1,1.0,2,108,BOULEVARD HAUSSMANN,,,,750.0,4,0.0,,,1.0,3.0,,,3.0,1.0,1.0,0.0,150.0,1.0,100.0,1.0,1,4,2,0.0,23.0,0.0,0.0,0.0,1958.0,B01,0,1,0,0.0,2.0,4.0,7.0,B01
200900001751,9,3,15,227,5,2,1,1.0,3,110,32, BOULEVARD DE STRASBO,,,750.0,4,0.0,,,1.0,0.0,,,3.0,1.0,1.0,0.0,20.0,1.0,500.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1983.0,B01,0,1,0,0.0,2.0,8.0,13.0,B01
200900001753,9,3,15,1105,1,2,1,1.0,7,119,21, QUAI DE LA GIRONDE,,,750.0,4,0.0,,,1.0,1.0,,,1.0,1.0,1.0,0.0,40.0,1.0,599.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1975.0,A01,0,1,0,14.0,0.0,1.0,14.0,A01
200900001756,9,3,15,1730,1,2,5,1.0,3,108,5, PLACE DE L ALMA,,,750.0,4,0.0,,,0.0,2.0,,,0.0,1.0,3.0,0.0,80.0,1.0,100.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1982.0,A01,0,1,0,0.0,2.0,8.0,18.0,A01
200900001791,9,3,17,840,1,2,5,1.0,6,114,PLACE DENFERT ROCHEREAU,,,,750.0,4,0.0,,,1.0,4.0,,,0.0,1.0,0.0,0.0,139.0,1.0,5100.0,1.0,1,1,1,4.0,21.0,0.0,0.0,0.0,1997.0,A01,0,1,0,0.0,1.0,1.0,1.0,A01
200900001798,9,3,17,1410,1,2,2,1.0,3,111,26, BOULEVARD DES FILLES,,,750.0,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,200.0,150.0,1.0,100.0,1.0,1,1,1,5.0,23.0,0.0,0.0,0.0,1986.0,A01,0,1,0,0.0,2.0,7.0,1.0,A01
200900001842,9,3,19,1630,1,2,1,1.0,7,116,ROUTE DES TRIBUNES,,,,750.0,4,0.0,,,1.0,1.0,,,1.0,1.0,3.0,0.0,0.0,1.0,599.0,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1955.0,A01,0,1,0,0.0,0.0,7.0,1.0,A01
200900001845,9,3,19,1819,1,2,1,1.0,7,112,295, AVENUE DAUMESNIL,,,750.0,4,0.0,,,1.0,1.0,,,1.0,2.0,1.0,0.0,40.0,1.0,599.0,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1944.0,A01,0,1,0,0.0,0.0,0.0,1.0,A01
200900001846,9,3,19,1825,1,2,5,1.0,6,113,3, RUE BOUSSINGAULT,,,750.0,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,57.0,1.0,100.0,1.0,1,1,1,1.0,23.0,0.0,0.0,0.0,1968.0,A01,0,1,0,0.0,1.0,8.0,1.0,A01
200900001865,9,3,20,1640,1,2,1,1.0,6,101,36, RUE DE RICHELIEU,,,750.0,4,0.0,,,1.0,2.0,,,3.0,1.0,1.0,0.0,60.0,1.0,599.0,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1984.0,A01,0,1,0,1.0,0.0,1.0,21.0,A01
200900001907,9,3,23,1210,1,2,1,1.0,3,103,46, RUE REAUMUR,,,750.0,4,0.0,,,1.0,2.0,,,3.0,1.0,1.0,0.0,120.0,1.0,100.0,1.0,1,4,2,0.0,23.0,0.0,0.0,0.0,1948.0,B01,0,1,0,0.0,2.0,7.0,1.0,B01
200900001909,9,3,23,1530,1,2,2,1.0,3,108,29, AVENUE DE FRIEDLAND,,,750.0,4,0.0,,,1.0,2.0,,,3.0,2.0,1.0,0.0,106.0,1.0,100.0,1.0,1,2,1,0.0,23.0,0.0,0.0,0.0,1944.0,B01,0,1,0,0.0,2.0,9.0,7.0,B01
200900001910,9,3,23,1640,1,2,1,1.0,3,102,65, RUE REAUMUR,,,750.0,4,0.0,,,1.0,3.0,,,3.0,1.0,0.0,120.0,120.0,1.0,0.0,1.0,1,4,2,0.0,23.0,0.0,0.0,0.0,1975.0,A01,0,1,0,0.0,2.0,7.0,13.0,A01
200900001928,9,3,24,1242,1,2,2,1.0,6,107,RUE DE GRENELLE,,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,80.0,1.0,100.0,,3,4,2,5.0,,4.0,3.0,1.0,1924.0,A01,0,1,0,0.0,1.0,1.0,17.0,A01
200900001935,9,3,24,1935,5,2,2,1.0,6,105,242, RUE SAINT JACQUES,,,750.0,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,56.0,1.0,500.0,,3,4,2,1.0,,4.0,3.0,1.0,1957.0,A01,0,1,0,0.0,1.0,0.0,1.0,A01
200900001949,9,3,25,1345,1,2,1,1.0,6,103,81, RUE DE TURBIGO,,,750.0,4,0.0,,,1.0,2.0,,,1.0,1.0,1.0,0.0,51.0,1.0,103.0,1.0,1,4,2,1.0,23.0,0.0,0.0,0.0,1980.0,A01,0,1,0,0.0,2.0,0.0,2.0,A01
200900002039,9,3,29,757,1,2,2,1.0,2,104,04, RUE SAINT MARTIN,,,750.0,4,0.0,,,1.0,3.0,,,1.0,1.0,1.0,0.0,70.0,1.0,103.0,1.0,1,3,2,5.0,23.0,0.0,0.0,0.0,1959.0,B01,0,1,0,0.0,2.0,4.0,2.0,B01
200900002060,9,3,30,1518,1,2,2,1.0,3,109,41, RUE DE ROCHECHOUART,,,750.0,4,0.0,,,1.0,2.0,,,0.0,3.0,1.0,0.0,0.0,1.0,100.0,1.0,1,4,1,3.0,23.0,0.0,0.0,0.0,1972.0,B01,0,1,0,0.0,2.0,0.0,5.0,B01
200900002172,9,1,30,1100,1,2,1,1.0,3,310,0, WILSON (RUE DU PRESID,,,30.0,4,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,1.0,199.0,1.0,1,4,2,5.0,22.0,0.0,0.0,0.0,1943.0,A01,0,1,0,0.0,2.0,3.0,19.0,A01
200900002247,9,1,13,1037,1,2,2,1.0,6,66,ALSACE (RUE D'),M,4,0,680.0,3,201.0,,,3.0,2.0,1.0,480.0,2.0,1.0,1.0,33.0,84.0,2.0,199.0,1.0,1,3,2,5.0,42.0,0.0,0.0,0.0,1940.0,B01,0,1,0,0.0,2.0,8.0,19.0,B01
200900002272,9,1,27,1400,1,2,1,1.0,3,298,,M,4,0,680.0,3,459.0,,,2.0,2.0,7.0,468.0,0.0,1.0,2.0,0.0,60.0,1.0,199.0,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1950.0,B02,0,1,0,0.0,2.0,7.0,1.0,B02
200900002301,9,1,3,1815,5,2,2,1.0,3,366,48, SAINTE ANNE (BOULEVA,M,4,140.0,4,0.0,,,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,1.0,103.0,5.0,2,1,1,5.0,42.0,0.0,0.0,0.0,1995.0,A01,0,1,0,0.0,2.0,7.0,1.0,A01
200900002376,9,1,14,1840,5,2,1,2.0,2,281,00, VALLES (RUE JULES),,,350.0,4,0.0,,,2.0,0.0,,,0.0,1.0,1.0,0.0,0.0,2.0,100.0,1.0,1,3,1,1.0,41.0,0.0,0.0,0.0,1956.0,B01,0,1,0,0.0,2.0,4.0,1.0,B01
200900002379,9,1,15,1430,1,2,1,1.0,3,131,CD 21 route du Rheu,M,0,0,350.0,3,21.0,,,2.0,2.0,26.0,300.0,0.0,1.0,1.0,0.0,60.0,2.0,100.0,1.0,1,2,2,5.0,21.0,0.0,0.0,0.0,1942.0,B02,0,1,0,0.0,0.0,8.0,1.0,B02
