Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh_x,senc,catv,occutc,obs,obsm,choc,manv,num_veh_y
201300000026,13,7,15,1645,1,2,1,7.0,6,210,22 rue de Bergues,M,5088696.0,243254.0,590,3,417.0,,,2.0,2.0,0.0,200.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1963.0,A01,0,1,0,12.0,0.0,1.0,0.0,A01
201300000050,13,10,4,800,1,2,1,1.0,1,400,Rue Duhamel Liard,M,5063939.0,263502.0,590,4,0.0,,,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,60.0,1.0,0.0,4.0,99.0,1.0,1,3,1,2.0,1.0,0.0,0.0,0.0,1999.0,B02,0,1,0,0.0,2.0,1.0,21.0,B02
201300000056,13,5,12,1600,1,2,1,1.0,7,135,rue d'aire,M,5079363.0,248167.0,590,4,0.0,,,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,58.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,1959.0,A01,0,1,0,0.0,0.0,1.0,1.0,A01
201300000068,13,6,12,1815,1,2,1,1.0,1,602,19 route Nationale,M,5060966.0,318216.0,590,3,941.0,,,2.0,0.0,33.0,475.0,1.0,0.0,1.0,0.0,60.0,0.0,3.0,1.0,99.0,1.0,1,3,1,0.0,,0.0,0.0,0.0,2002.0,B02,0,1,0,0.0,2.0,8.0,0.0,B02
201300000085,13,5,7,1100,1,2,1,1.0,1,36,avenue de la gare,M,5012651.0,393201.0,590,5,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,99.0,1.0,1,3,2,3.0,1.0,0.0,0.0,0.0,1938.0,B02,0,1,0,0.0,2.0,7.0,1.0,B02
201300000092,13,8,15,1115,1,2,1,1.0,1,659,23 rue de Verdun,M,5001505.0,401340.0,590,3,964.0,,,2.0,2.0,29.0,150.0,0.0,1.0,3.0,0.0,24.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1972.0,B02,0,1,0,0.0,2.0,4.0,2.0,B02
201300000100,13,8,22,1700,1,1,1,1.0,2,353,Rte départementale,M,5024071.0,371279.0,590,3,951.0,,,2.0,2.0,7.0,300.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,4,2,5.0,22.0,0.0,0.0,0.0,1954.0,B02,0,1,0,0.0,0.0,4.0,1.0,B02
201300000140,13,12,10,1615,1,1,1,7.0,3,377,,M,5010035.0,315972.0,590,3,56.0,,,2.0,2.0,6.0,965.0,0.0,0.0,1.0,0.0,61.0,1.0,0.0,1.0,99.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1943.0,A01,0,1,0,0.0,2.0,0.0,1.0,A01
201300000142,13,3,29,1645,1,2,7,1.0,6,289,Place Jean jaur?s,M,5021759.0,347978.0,590,6,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1,1,1,2.0,1.0,0.0,0.0,0.0,1999.0,A01,0,1,0,0.0,1.0,1.0,5.0,A01
201300000192,13,9,26,1830,1,1,1,1.0,1,213,,M,5037500.0,271900.0,620,4,0.0,,,2.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1970.0,B02,0,1,0,0.0,2.0,1.0,19.0,B02
201300000475,13,5,19,115,5,1,1,2.0,6,537,,M,4951000.0,292900.0,600,3,40.0,,,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,70.0,2.0,0.0,1.0,99.0,1.0,1,3,2,5.0,21.0,0.0,0.0,0.0,1999.0,A01,1,1,0,0.0,2.0,3.0,1.0,A01
201300000628,13,6,20,2345,3,1,1,2.0,5,647,,M,4952802.0,33755.0,760,3,6015.0,,,2.0,3.0,81.0,800.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,1991.0,C03,0,1,0,0.0,0.0,4.0,2.0,C03
201300000631,13,9,8,1115,1,1,1,1.0,3,303,,M,4956093.0,37468.0,760,3,80.0,,,2.0,2.0,40.0,920.0,0.0,1.0,1.0,0.0,51.0,1.0,0.0,1.0,99.0,1.0,1,4,1,5.0,41.0,0.0,0.0,0.0,1944.0,A01,0,1,0,0.0,2.0,3.0,13.0,A01
201300000675,13,9,26,1000,1,2,3,2.0,1,57,R SAINT HELLIER,M,4954498.0,95755.0,760,3,67.0,,,2.0,2.0,24.0,420.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,1,3,2,5.0,41.0,0.0,0.0,0.0,1949.0,B02,0,1,0,0.0,2.0,1.0,0.0,B02
201300000679,13,1,23,1430,1,1,1,1.0,3,664,,M,4978975.0,67717.0,760,3,70.0,,,2.0,2.0,1.0,500.0,0.0,1.0,1.0,0.0,59.0,1.0,0.0,1.0,99.0,1.0,1,4,1,5.0,41.0,0.0,0.0,0.0,2000.0,B02,0,1,0,0.0,2.0,7.0,2.0,B02
201300000816,13,9,25,1715,1,1,1,1.0,1,363,Chemin de la vigne,M,4801133.0,-171441.0,350,4,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,4,1,5.0,21.0,,,,1953.0,B02,0,1,0,0.0,2.0,1.0,0.0,B02
201300000841,13,6,25,1200,1,1,1,1.0,1,137,,M,4830619.0,-116874.0,350,3,113.0,,,2.0,0.0,22.0,460.0,0.0,1.0,4.0,0.0,67.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,91.0,0.0,0.0,0.0,1979.0,B02,0,1,0,0.0,2.0,1.0,1.0,B02
201300001058,13,1,27,1030,1,1,1,6.0,2,152,,M,4877000.0,-328000.0,220,3,786.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,2.0,0.0,1.0,99.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1949.0,B02,0,1,0,0.0,2.0,1.0,1.0,B02
201300001155,13,11,16,1745,2,2,6,1.0,1,207,ZA de Kersody,M,4853481.0,-379048.0,290,3,109.0,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,1,3,1,5.0,42.0,0.0,0.0,0.0,1972.0,B02,0,1,0,0.0,2.0,2.0,15.0,B02
201300001167,13,8,21,1700,1,1,1,1.0,3,273,,M,4868964.0,-402880.0,290,3,75.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1.0,0.0,1.0,99.0,1.0,1,3,2,5.0,22.0,0.0,0.0,0.0,1948.0,A01,0,1,0,0.0,2.0,3.0,2.0,A01
201300001332,13,3,26,930,1,1,2,1.0,3,680,,M,4929910.0,-73166.0,140,3,169.0,,,2.0,2.0,8.0,256.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1955.0,B02,0,1,0,0.0,2.0,8.0,10.0,B02
201300001436,13,8,12,745,1,1,1,7.0,2,554,RUE JEANNE PAISNEL,M,4867880.0,-129047.0,500,3,5.0,,,2.0,2.0,5.0,247.0,0.0,1.0,1.0,0.0,58.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1945.0,B01,0,1,0,0.0,0.0,6.0,2.0,B01
201300001541,13,5,13,1900,1,2,2,1.0,6,484,PLACE SAINT MIMCHEL,M,4857760.0,-109426.0,500,3,976.0,,,2.0,2.0,25.0,41.0,0.0,1.0,1.0,0.0,82.0,1.0,0.0,1.0,0.0,1.0,1,4,1,5.0,22.0,0.0,0.0,0.0,1967.0,B01,0,1,0,0.0,2.0,1.0,1.0,B01
201300001566,13,3,27,815,1,2,1,1.0,2,53,"11 BIS, CITADELLE ( RUE",,,,10,4,,,,2.0,2.0,,,0.0,1.0,1.0,0.0,49.0,1.0,0.0,1.0,99.0,1.0,1,4,2,1.0,93.0,0.0,0.0,0.0,1989.0,B01,0,1,0,0.0,0.0,4.0,2.0,B01
201300001855,13,7,6,1400,1,2,1,1.0,1,183,Rue des Landes,M,4739400.0,-242400.0,440,3,52.0,,,2.0,2.0,7.0,750.0,0.0,2.0,1.0,0.0,55.0,1.0,0.0,1.0,99.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,2005.0,B02,0,1,0,0.0,2.0,7.0,13.0,B02
201300001899,13,11,9,1600,1,1,1,7.0,5,106,Les trois quartiers,M,4747418.0,-33508.0,490,3,347.0,,,2.0,2.0,58.0,900.0,0.0,1.0,1.0,26.0,38.0,2.0,5.0,1.0,99.0,1.0,1,2,1,5.0,43.0,0.0,0.0,0.0,1970.0,A01,0,1,0,0.0,0.0,6.0,13.0,A01
201300001966,13,4,20,1200,1,2,3,1.0,1,2,rue Albert Pottier,M,4729377.0,2181.0,490,3,10.0,,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,1.0,0.0,1.0,0.0,1.0,1,3,1,3.0,22.0,0.0,0.0,0.0,1930.0,B02,0,1,0,0.0,2.0,1.0,1.0,B02
201300001973,13,8,29,1830,1,2,3,1.0,3,41,rue des maligrattes,M,4730250.0,5889.0,490,4,,,,0.0,,,,,1.0,0.0,,,1.0,0.0,1.0,0.0,1.0,1,3,2,5.0,22.0,0.0,0.0,0.0,2003.0,A01,0,1,0,0.0,2.0,2.0,10.0,A01
201300002060,13,4,19,1300,1,2,1,1.0,3,185,1 rue Aristide BRIAND,M,4846168.0,-19361.0,530,9,,,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,1958.0,A01,0,1,0,0.0,2.0,1.0,1.0,A01
201300002127,13,1,24,715,2,2,6,1.0,2,154,rond point m?daill?s mil,M,4770200.0,-8600.0,720,3,306.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,99.0,1.0,1,3,1,1.0,41.0,0.0,0.0,0.0,1960.0,B02,0,1,0,0.0,2.0,4.0,1.0,B02
201300002222,13,8,26,1815,1,2,1,1.0,1,153,RUE DE L'OUEST,M,4677969.0,-106342.0,850,4,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,9.0,0.0,1.0,0.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,2004.0,B02,0,1,0,0.0,2.0,1.0,9.0,B02
201300002337,13,9,24,1845,1,1,1,1.0,3,88,CHEMIN DU GRAND FIEF,M,4670559.0,-189449.0,850,4,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,1.0,99.0,1.0,1,3,2,2.0,41.0,0.0,0.0,0.0,1999.0,B02,0,1,0,0.0,0.0,1.0,19.0,B02
201300002346,13,6,21,1545,1,2,1,1.0,1,172,CHEMIN DE LA CHAPELLERIE,M,4681517.0,-199240.0,850,4,0.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,1.0,0.0,1.0,0.0,1.0,1,3,2,5.0,41.0,0.0,0.0,0.0,1954.0,B02,0,1,0,0.0,2.0,1.0,1.0,B02
201300002363,13,6,19,1815,1,1,1,1.0,1,26,RUE DE LA PETITE CROIX,M,4656790.0,-145797.0,850,4,3.0,,,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,1.0,0.0,1.0,0.0,1.0,1,3,2,5.0,91.0,0.0,0.0,0.0,1968.0,A01,0,1,0,0.0,2.0,0.0,1.0,A01
201300002525,13,1,31,745,5,2,6,9.0,1,240,RD 1215,M,4530700.0,-93500.0,330,3,1215.0,,,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,71.0,2.0,0.0,1.0,99.0,1.0,1,4,2,2.0,42.0,0.0,0.0,0.0,1996.0,A01,0,1,0,0.0,0.0,4.0,1.0,A01
201300002577,13,9,25,1830,1,1,1,1.0,1,157,,M,4479300.0,-26000.0,330,9,0.0,,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,0.0,5.0,99.0,1.0,1,3,2,5.0,21.0,0.0,0.0,0.0,1947.0,A01,0,1,0,0.0,2.0,3.0,1.0,A01
201300002748,13,9,17,2100,5,2,1,2.0,1,65,avenue du Mal LECLERC,M,4365040.0,-143086.0,400,3,652.0,,,2.0,2.0,130.0,580.0,1.0,1.0,1.0,0.0,70.0,2.0,0.0,1.0,0.0,1.0,1,3,2,5.0,42.0,0.0,0.0,0.0,1987.0,A01,0,1,0,0.0,2.0,7.0,15.0,A01
