Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh_x,senc,catv,occutc,obs,obsm,choc,manv,num_veh_y
201600000083,16,4,2,815,1,2,8,1,3.0,482,"153, WARNETON RUE DE",M,5071633.0,299358.0,590,3,108.0,,,2.0,2.0,4.0,900.0,0.0,1.0,1.0,0.0,63.0,1.0,4.0,0.0,99.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1965.0,A01,2.0,1,0,0.0,4.0,2.0,0.0,A01
201600000206,16,6,10,1800,1,2,3,1,3.0,421,rue d'hermies,M,5010858.0,308254.0,620,3,15.0,,,2.0,2.0,4.0,20.0,0.0,0.0,0.0,0.0,60.0,1.0,5.0,0.0,99.0,1.0,1,3,2,0.0,22.0,0.0,0.0,0.0,2009.0,A01,2.0,1,0,0.0,0.0,0.0,0.0,A01
201600000209,16,6,7,930,1,2,1,1,6.0,422,9 RUE NEUVE,M,5012353.0,263517.0,620,4,0.0,,,2.0,0.0,,,0.0,1.0,1.0,0.0,75.0,1.0,0.0,1.0,0.0,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1955.0,A01,0.0,1,0,1.0,0.0,1.0,1.0,A01
201600000285,16,2,23,1000,1,1,2,1,3.0,756,,M,5090450.0,213449.0,620,3,218.0,,E,2.0,0.0,22.0,475.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1988.0,B02,2.0,1,0,0.0,2.0,8.0,1.0,B02
201600000286,16,11,3,1030,1,2,1,1,2.0,598,rue du communal,M,5084352.0,211443.0,620,4,0.0,,,2.0,2.0,,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,5.0,22.0,0.0,0.0,0.0,1946.0,A01,0.0,1,0,0.0,2.0,1.0,1.0,A01
201600000295,16,4,13,1645,1,1,1,1,2.0,367,,M,5038327.0,232433.0,620,3,343.0,,,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,60.0,1.0,0.0,1.0,0.0,1.0,1,4,1,9.0,21.0,0.0,0.0,0.0,2001.0,A01,1.0,1,0,0.0,2.0,1.0,1.0,A01
201600000314,16,7,31,845,1,1,2,1,1.0,198,,M,5038909.0,262265.0,620,3,341.0,,,2.0,2.0,21.0,800.0,0.0,1.0,1.0,0.0,80.0,1.0,5.0,1.0,99.0,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1975.0,A01,2.0,1,0,0.0,0.0,3.0,1.0,A01
201600000348,16,2,19,1645,1,2,1,1,2.0,128,rue Fontaine minérale,M,4952477.0,366483.0,20,4,,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1,2,1,5.0,41.0,0.0,0.0,0.0,1951.0,B02,0.0,1,0,0.0,2.0,4.0,1.0,B02
201600000449,16,3,19,2115,1,1,1,1,2.0,211,,M,4930232.0,177787.0,600,3,915.0,,,0.0,0.0,13.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,0.0,21.0,0.0,0.0,0.0,1980.0,B02,1.0,1,0,0.0,0.0,0.0,0.0,B02
201600000480,16,6,16,1545,1,2,1,1,2.0,439,rue Eugène Moreau,M,4931424.0,231659.0,600,4,,,,2.0,0.0,,,0.0,1.0,1.0,0.0,48.0,1.0,0.0,1.0,99.0,1.0,1,3,2,5.0,22.0,0.0,0.0,0.0,2005.0,B02,0.0,1,0,0.0,2.0,4.0,1.0,B02
